run	psms
20220830_JL-4884_Forster_Ecoli_DMSO_rep4_EG-4	32411
20220830_JL-4884_Forster_Ecoli_Suf_rep1_EG-5	33821
20220830_JL-4884_Forster_Ecoli_Suf_rep2_EG-6	33627
20220830_JL-4884_Forster_Ecoli_Suf_rep3_EG-7	33952
20220830_JL-4884_Forster_Ecoli_Suf_rep4_EG-8	33428
20221215_HF2_01_Ecoli_bulk22127_FToP_TM6	12024
20221220_Ec_01_RZ_SBP_Exp1	1071
20221220_Ec_02_RZ_SBP_Exp2	958
20221220_Ec_03_RZ_SBP_Exp3	1036
20221220_Ec_04_RZ_SBP_Exp4	994
20221220_Ec_05_RZ_SBP_Exp5	1005
20221220_Ec_06_RZ_SBP_Exp6	1011
20221220_Ec_07_RZ_SBP_Exp7	1143
20221220_Ec_08_RZ_SBP_Exp8	1247
20221220_Ec_09_RZ_SBP_Exp9	1131
20221220_Ec_10_RZ_SBP_Exp10	1117
20221220_Ec_11_RZ_SBP_Exp11	1238
20221220_Ec_12_RZ_SBP_Exp12	1043
20221220_Ec_13_RZ_SBP_Exp13	1294
20221220_Ec_14_RZ_SBP_Exp14	1053
20221220_Ec_15_RZ_SBP_Exp15	1269
20221220_Ec_16_RZ_SBP_Exp16	1357
210129_mCherry_TrypsinLysC	27297
210129_mCherry_TrypsinLysC_3h	48358
210129_mCherry_TrypsinOnly	28350
210129_mCherry_TrypsinOnly_3h	48560
210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2_25ug_iRT_150pg	33365
210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2_25ug_iRT_150pg	31054
210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2_25ug_iRT_150pg	29976
210308_09_Orbi2_KN_SER_G180_T210_K2rmas_4-84-6_2_25ug_iRT_150pg	32011
210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2_25ug_iRT_150pg	31261
210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2_25ug_iRT_150pg	29480
210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2_25ug_iRT_150pg	32192
210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2_25ug_iRT_150pg	28168
210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2_25ug_iRT_150pg	28075
210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2_25ug_iRT_150pg	28402
210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2_25ug_iRT_150pg	27213
210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2_25ug_iRT_150pg	26805
210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2_25ug_iRT_150pg	30082
210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2_25ug_iRT_150pg	27223
210309_13_Orbi2_KN_SER_G180_T210_K2rmas_2-84-8_2_25ug_iRT_150pg	26031
210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2_25ug_iRT_150pg	27957
210311_01_Orbi2_SK_SER_G180_T210_K2rmas_2-84-11_2_25ug_iRT_150pg	26307
210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2_25ug_iRT_150pg	27103
210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2_25ug_iRT_150pg	26650
210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2_25ug_iRT_150pg	29410
210311_09_Orbi2_SK_SER_G180_T210_K2rmas_2-84-10_2_25ug_iRT_150pg	24794
A14-07016	25584
A14-07017	25777
A14-07018	25585
A14-07020	25493
A14-07021	25794
A14-07022	26165
A14-07024	26772
A14-07025	25153
A14-07026	26920
A14-07028	26524
A14-07029	28199
A14-07030	27552
A14-07032	26967
A14-07033	27766
A14-07034	27020
A14-07036	26470
A14-07037	28126
A14-07038	28287
A14-07040	27604
A14-07041	26914
A14-07042	28100
A14-07044	28274
A14-07045	26756
A14-07046	26746
A14-07048	27593
A14-07049	26825
A14-07050	27581
A14-07052	26310
A14-07053	27490
A14-07054	24438
A14-07056	26338
A14-07057	26399
A14-07058	26412
A14-07060	26592
A14-07061	29029
A14-07062	26902
A14-07064	28122
A14-07065	28310
A14-07066	27562
A14-07068	27610
A14-07069	29193
A14-07070	27650
A14-07072	26487
A14-07073	27403
A14-07074	29215
A14-07076	27724
A14-07077	26554
A14-07078	28026
A14-07080	18235
A14-07081	17923
A14-07082	16889
A14-07084	23256
A14-07085	19211
A14-07086	23717
A14-07088	25501
A14-07089	26707
A14-07090	26821
A14-07092	20325
A14-07093	21390
A14-07094	23775
A14-07096	20047
A14-07097	18114
A14-07098	25357
A14-07100	23823
A14-07101	21300
A14-07102	21204
A14-07104	20793
A14-07106	15629
A14-07107	16954
A14-07109	26352
A14-07110	25778
A14-07111	26238
A14-07113	27007
A14-07114	27044
A14-07115	27217
A14-07117	26389
A14-07118	26455
A14-07119	27146
A14-07121	26818
A14-07122	28227
A14-07123	27518
A14-07125	26583
A14-07126	28184
A14-07127	27472
APEC-OMV_isolated_from_APEC-1	8431
APEC-OMV_isolated_from_APEC-2	8216
APEC-OMV_isolated_from_APEC-3	7639
APEC-OMV_isolated_from_APEC_after_infection_with_cell-1	13095
APEC-OMV_isolated_from_APEC_after_infection_with_cell-2	14455
APEC-OMV_isolated_from_APEC_after_infection_with_cell-3	22990
Andrew_Sue_Ecoli_E10_C1	35139
Andrew_Sue_Ecoli_E11_C1	31703
Andrew_Sue_Ecoli_E12_C1	34469
Andrew_Sue_Ecoli_E16_C1	34899
Andrew_Sue_Ecoli_E17_C1	35661
Andrew_Sue_Ecoli_E18_C1	35566
Andrew_Sue_Ecoli_E19_C1_repeat	30132
Andrew_Sue_Ecoli_E1_C1_r	32647
Andrew_Sue_Ecoli_E20_C1	25147
Andrew_Sue_Ecoli_E21_C1	28944
Andrew_Sue_Ecoli_E22_C1	33552
Andrew_Sue_Ecoli_E23_C1	36976
Andrew_Sue_Ecoli_E24_C1	33815
Andrew_Sue_Ecoli_E2_C1_r	30297
Andrew_Sue_Ecoli_E3_C1_r	32609
Andrew_Sue_Ecoli_E4_C1	25287
Andrew_Sue_Ecoli_E5_C1_r	19643
Andrew_Sue_Ecoli_E6_C1	21487
Andrew_Sue_Ecoli_E7_C1	29619
Andrew_Sue_Ecoli_E8_C1	32610
Andrew_Sue_Ecoli_E9_C1	32935
BBM_006_P021_SH_001	2234
BBM_006_P021_SH_002	2015
BBM_006_P021_SH_003	2110
BBM_006_P021_SH_004	2015
BBM_006_P021_SH_005	2126
BBM_006_P021_SH_006	2041
BBM_006_P021_SH_007	2169
BBM_006_P021_SH_008	1920
BBM_006_P021_SH_009	2313
BBM_006_P021_SH_010	2193
BBM_006_P021_SH_011	2357
BBM_006_P021_SH_012	2136
BBM_006_P021_SH_013	2526
BBM_006_P021_SH_014	2235
BBM_006_P021_SH_015	2339
BBM_006_P021_SH_016	2112
BBM_006_P021_SH_017	1545
BBM_006_P021_SH_018	1438
BBM_006_P021_SH_019	1400
BBM_006_P021_SH_020	1376
BBM_006_P021_SH_021	1447
BBM_006_P021_SH_022	1703
BBM_006_P021_SH_023	1724
BBM_006_P021_SH_024	1588
BBM_006_P021_SH_025	2006
BBM_006_P021_SH_026	2050
BBM_006_P021_SH_027	2070
BBM_006_P021_SH_028	2111
BBM_006_P021_SH_029	2010
BBM_006_P021_SH_030	2093
BBM_006_P021_SH_031	2140
BBM_006_P021_SH_032	2125
BBM_669_P257_03_B_FRH_018	38769
BBM_669_P257_03_B_FRH_024	13105
BBM_669_P257_03_B_FRH_025	25207
BBM_669_P257_03_B_FRH_026	11900
BBM_669_P257_03_B_FRH_029	9053
BBM_669_P257_03_B_FRH_033	10639
BBM_669_P257_03_B_FRH_035	10505
BBM_669_P257_03_B_FRH_036	31768
BBM_669_P257_03_B_FRH_037	12082
BBM_669_P257_03_B_FRH_046	27273
BBM_669_P257_03_B_FRH_047	12486
BBM_669_P257_03_B_FRH_048	11705
BBM_669_P257_03_B_FRH_050	10150
BBM_669_P257_03_B_FRH_051	21543
BBM_669_P257_03_B_FRH_053	29996
BBM_669_P257_03_B_FRH_055	16158
BBM_669_P257_03_B_FRH_058	12141
BBM_669_P257_03_B_FRH_060	17820
EC-5-33	38909
EC-5-34	38349
EC-5-35	38201
EC-5-36	38490
EC-5-37	38360
EC-5-38	37890
EC-5-39	38333
EC-5-40	37979
EC-6-1	37034
EC-6-2	36934
EC-6-3	36929
EC-6-4	37578
EC-6-5	36881
EC-6-6	37141
EC-6-7	37203
EC-6-8	37392
EC-9-1	37824
EC-9-10	37483
EC-9-11	37620
EC-9-12	37631
EC-9-2	38145
EC-9-3	37988
EC-9-4	37807
EC-9-5	37464
EC-9-6	37373
EC-9-7	37280
EC-9-8	37297
EC-9-9	38001
HF3_FFRA200000351-1A	29213
HF3_FFRA200000351-2A	27249
HF3_FFRA200000352-1A	28186
HF3_FFRA200000352-2A	27239
HF3_FFRA200000353-1A	28215
HF3_FFRA200000353-2A	26134
HFX1_FPEP19H000623-4A	25543
HFX1_FPEP19H000623-5A	25475
HFX1_FPEP19H000623-6A	24113
HFX1_FPEP19H000624-4A	11509
HFX1_FPEP19H000624-5A	11952
HFX1_FPEP19H000624-6A	12454
HFX1_FPEP19H000625-4A	11764
HFX1_FPEP19H000625-5A	12095
HFX1_FPEP19H000625-6A	11226
HFX4_FFRA20H101796-1A	15450
HFX4_FFRA20H101797-1A	14458
HFX4_FFRA20H101798-1A	14345
HFX4_FFRA20H101799-1A	14286
HFX4_FFRA20H101800-1A	14569
HFX4_FFRA20H101801-1A	13010
HFX4_FFRA20H101802-1A	13394
HFX4_FFRA20H101803-1A	12220
HFX4_FFRA20H101804-1A	12737
HFX4_FFRA20H101805-1A	12352
His_IP_1_DDA	9480
IgG_IP_1_DDA	1185
MP_RD14052022_Ecoli_S2_0_180min_DDA01	31831
MP_RD14052022_Ecoli_S2_0_180min_DDA02	31027
MP_RD14052022_Ecoli_S2_0_180min_DDA03	31070
MP_RD14052022_Ecoli_S3_0_180min_DDA01	31501
MP_RD14052022_Ecoli_S3_0_180min_DDA02	30667
MP_RD14052022_Ecoli_S3_0_180min_DDA03	30848
MS-19-014-1-x30	10406
MS-19-014-2-x30	8496
MS-19-014-3-x30	10474
MS-19-014-4-x30	13850
MS-19-014-5-x30	14065
MS-19-014-6-x30	12844
MS-19-014-7-x30	9335
MS-19-014-8-x30	8725
MS-19-014-9-x30	9208
MS2200232_C_4h	23626
MS2200232_M_4h	36238
MS2200232_Y_4h	23541
MS2200232_b_4h	33620
Map-2-1	28469
Map-2-2	27863
Map-2-25	28455
Map-2-26	28806
Map-2-27	28367
Map-2-28	28987
Map-2-29	28105
Map-2-3	28305
Map-2-30	28267
Map-2-4	27521
Map-2-5	27487
Map-2-6	27524
Map-3-10	29552
Map-3-11	29090
Map-3-12	29291
Map-3-13	29162
Map-3-14	28557
Map-3-15	28692
Map-3-16	28760
Map-3-17	28652
Map-3-18	28454
Map-3-19	28434
Map-3-1re	28882
Map-3-2	29355
Map-3-20	28356
Map-3-21	28721
Map-3-22	28932
Map-3-23	28844
Map-3-24	28811
Map-3-3	29139
Map-3-4	29767
Map-3-5	29483
Map-3-6	29306
Map-3-7	28630
Map-3-8	29120
Map-3-9	29385
Map-4-10	29358
Map-4-11	28895
Map-4-12	29087
Map-4-13	29210
Map-4-14	28856
Map-4-15	29239
Map-4-16	28646
Map-4-17	29107
Map-4-18	29188
Map-4-1re	29825
Map-4-2	29484
Map-4-3	29235
Map-4-4	28941
Map-4-5	29707
Map-4-6	28759
Map-4-7	29604
Map-4-8	29685
Map-4-9	29417
Map-5-10	28840
Map-5-11	28684
Map-5-12	27866
Map-5-13	28450
Map-5-14	28392
Map-5-15	27931
Map-5-16	28208
Map-5-17	28339
Map-5-18	28428
Map-5-7	28613
Map-5-8	28709
Map-5-9	24656
Map-6-1	24031
Map-6-10	24574
Map-6-11	25028
Map-6-12	24730
Map-6-13	24547
Map-6-14	24487
Map-6-15	25098
Map-6-16	25058
Map-6-17	24786
Map-6-18	24271
Map-6-19	24004
Map-6-2	22157
Map-6-20	24057
Map-6-21	24424
Map-6-22	24816
Map-6-23	25090
Map-6-24	25032
Map-6-25	25309
Map-6-26	23287
Map-6-27	25109
Map-6-28	24806
Map-6-29	24607
Map-6-3	22307
Map-6-30	25296
Map-6-31	23950
Map-6-32	26442
Map-6-33	25832
Map-6-34	26206
Map-6-35	26797
Map-6-36	26471
Map-6-37	25763
Map-6-38	24700
Map-6-39	26055
Map-6-4	24146
Map-6-40	26097
Map-6-41	26086
Map-6-42	26885
Map-6-43	24228
Map-6-44	25719
Map-6-45	23881
Map-6-46	24066
Map-6-47	26260
Map-6-48	23753
Map-6-49	25763
Map-6-5	24392
Map-6-50	26086
Map-6-51	26403
Map-6-52	26212
Map-6-53	23972
Map-6-54	24220
Map-6-55	25635
Map-6-56	23960
Map-6-57	25904
Map-6-58	24077
Map-6-59	26157
Map-6-6	24093
Map-6-60	26063
Map-6-61	21185
Map-6-62	25354
Map-6-63	24941
Map-6-64	23018
Map-6-65	25328
Map-6-66	25043
Map-6-67	22329
Map-6-68	22362
Map-6-69	22840
Map-6-7	22360
Map-6-70	23851
Map-6-71	25108
Map-6-72	22953
Map-6-73	22692
Map-6-74	25396
Map-6-75	25101
Map-6-76	24950
Map-6-77	23618
Map-6-78	23646
Map-6-79	24763
Map-6-8	24930
Map-6-80	25814
Map-6-81	26041
Map-6-82	23992
Map-6-83	26063
Map-6-84	25908
Map-6-9	24410
Map-7-1	24827
Map-7-10	21455
Map-7-11	24904
Map-7-12	24478
Map-7-13	24264
Map-7-14	24700
Map-7-15	22752
Map-7-16	24751
Map-7-17	24831
Map-7-18	22754
Map-7-19	25616
Map-7-2	24854
Map-7-20	25047
Map-7-21	25355
Map-7-22	25477
Map-7-23	26426
Map-7-24	25781
Map-7-25	26110
Map-7-26	26627
Map-7-27	25459
Map-7-28	25304
Map-7-29	26172
Map-7-3	22851
Map-7-30	25844
Map-7-31	25630
Map-7-32	24715
Map-7-33	25360
Map-7-34	25097
Map-7-35	25047
Map-7-36	25118
Map-7-4	24927
Map-7-5	25112
Map-7-6	22389
Map-7-7	24820
Map-7-8	21871
Map-7-9	21370
OMPs_band-cutting	3516
OR10_20160316_CMP_Ecoli_glucose_exp_4mg_IMAC_80pc	15042
OR10_20160316_CMP_Ecoli_glucose_stat_4mg_IMAC_80pc	14458
OR10_20160316_CMP_Ecoli_glyc_stat_4mg_IMAC_80pc	13675
OR11_20160131_CMP_Ecoli_1mg_IMAC_80pc	16494
OR11_20160209_CMP_Ecoli_PT_1mg_80pc	6024
OR11_20160412_CMP_Ecoli_glucose_exp_1mg_smallC_80pc	5762
OR13_20160922_CMP_Ecoli_glucose_stat_2mg_IMAC_R1	13793
OR13_20160922_CMP_Ecoli_glucose_stat_2mg_IMAC_R2	14013
OR13_20160922_CMP_Ecoli_glucose_stat_2mg_IMAC_R3	11104
OR13_20160922_CMP_Ecoli_glycerol_stat_2mg_IMAC_R1	10772
OR13_20160922_CMP_Ecoli_glycerol_stat_2mg_IMAC_R2	11248
OR13_20160922_CMP_Ecoli_glycerol_stat_2mg_IMAC_R3	12969
OR13_A2_20161014_CMP_Ecoli_glucose_exp_2mg_IMAC_R1	13650
OR13_A2_20161014_CMP_Ecoli_glucose_exp_2mg_IMAC_R2	14463
OR13_A2_20161014_CMP_Ecoli_glucose_exp_2mg_IMAC_R3	14301
OR13_A2_20161014_CMP_Ecoli_glycerol_exp_2mg_IMAC_R1	12946
OR13_A2_20161014_CMP_Ecoli_glycerol_exp_2mg_IMAC_R2	12659
OR13_A2_20161014_CMP_Ecoli_glycerol_exp_2mg_IMAC_R3	12341
OR14_A3_20170411_MH_W3110_D3_cipro_IMAC_1	18455
OR14_A3_20170411_MH_W3110_D3_cipro_IMAC_2	17936
OR14_A3_20170411_MH_W3110_D3_cipro_IMAC_3	23863
OR14_A3_20170411_MH_W3110_D7_cipro_IMAC_2	18242
OR14_A3_20170411_MH_W3110_control_cipro_IMAC_1	23709
OR14_A3_20170411_MH_W3110_control_cipro_IMAC_2	23847
OR14_A3_20170411_MH_W3110_control_cipro_IMAC_3	23846
OR14_A3_20170502_MH_MCR1_D4_blank_IMAC_1	17067
OR14_A3_20170502_MH_MCR1_D4_blank_IMAC_2	17843
OR14_A3_20170502_MH_MCR1_D4_blank_IMAC_3	18015
OR14_A3_20170504_MH_W3110_D4_colistin_IMAC_1	18306
OR14_A3_20170504_MH_W3110_D4_colistin_IMAC_2	17601
OR14_A3_20170504_MH_W3110_D4_colistin_IMAC_3	19220
OR14_A3_20170504_MH_W3110_colistin_blank_IMAC_1	17835
OR14_A3_20170504_MH_W3110_colistin_blank_IMAC_2	17660
OR14_A3_20170504_MH_W3110_colistin_blank_IMAC_3	17486
OR14_A3_20170505_MH_W3110_D7_cipro_IMAC_3	15783
OR14_A3_20170505_MH_W3110_D7_cipro_IMAC_4	16683
P20200701485_CONTROL_1	47513
P20200701485_CONTROL_2	49196
P20200701485_CONTROL_3	51058
P20200701485_TREAT_1	44901
P20200701485_TREAT_2	52168
P20200701485_TREAT_3	50313
P20201002962_PRM_control-1	1419
P20201002962_PRM_control-2	1364
P20201002962_PRM_control-3	1191
P20201002962_PRM_treat-1	1376
P20201002962_PRM_treat-2	1394
P20201002962_PRM_treat-3	1225
QE170203_0190_c_gch	25836
QE170203_0191_c_gch	26290
QE170203_0192_c_gch	26930
QE170203_0193_c_gch	25484
QE170203_0194_c_gch	26795
QE170203_0197_c_gch	25670
QE170203_0198_c_gch	24745
QE170203_0200_c_gch	25638
QE170203_0201_c_gch	24531
QE170203_0202_c_gch	24316
QE170203_0205_c_gch	23005
QE170203_0206_c_gch	25256
QE170203_0207_c_gch	25180
QE170203_0208_c_gch	25078
QE170203_0209_c_gch	23024
QE170203_0212_c_gch	2820
QE170203_0213_c_gch	13350
QE170203_0214_c_gch	10919
QE170203_0215_c_gch	23771
QE170203_0216_c_gch	24630
QE170208_0220_c_gch	6210
QE170208_0221_c_gch	6144
QE170208_0222_c_gch	8548
QE170208_0223_c_gch	7312
QE170208_0224_c_gch	7221
QE170208_0227_c_gch	5362
QE170208_0228_c_gch	4889
QE170208_0229_c_gch	6904
QE170208_0230_c_gch	7697
QE170208_0231_c_gch	4164
QE170208_0234_c_gch	5255
QE170208_0235_c_gch	4652
QE170208_0236_c_gch	5262
QE170208_0237_c_gch	5626
QE170208_0238_c_gch	4753
QE170208_0241_c_gch	965
QE170208_0242_c_gch	1052
QE170208_0243_c_gch	1102
QE170208_0244_c_gch	1359
QE170208_0245_c_gch	1160
QE170208_0250_c_gch	3714
QE170208_0251_c_gch	3844
QE170208_0252_c_gch	3886
QE170208_0253_c_gch	4310
QE170208_0254_c_gch	4000
QE170208_0257_c_gch	1121
QE170208_0258_c_gch	887
QE170208_0259_c_gch	1287
QE170208_0260_c_gch	670
QE170208_0261_c_gch	761
QE170208_0265_c_gch	2537
QE170208_0266_c_gch	6158
QE170208_0267_c_gch	2735
QE170208_0268_c_gch	1893
QE170208_0269_c_gch	836
QE170208_0272_c_gch	213
QE170208_0273_c_gch	427
QE170208_0274_c_gch	268
QE170208_0275_c_gch	318
QE170208_0276_c_gch	224
QE170208_0279_c_gch	618
QE170208_0280_c_gch	283
QE170208_0281_c_gch	237
QE170208_0282_c_gch	214
QE170208_0283_c_gch	251
QEx2_020296	18164
QEx2_020300	17925
QEx2_020322	17938
QEx2_020419	18699
QEx2_020427	18016
QEx2_020448	18020
QEx2_020460	17837
QEx2_020461	17775
QEx2_020481	16062
QEx2_020482	15967
QX31906AUH	41563
QX31908AUH	35996
QX31910AUH	38628
QX31912AUH	37501
QX31914AUH	40005
QX31916AUH	38307
QX31921AUH	42088
QX31923AUH	36530
QX31925AUH	39113
QX31927AUH	37116
QX31929AUH	39401
QX31931AUH	37072
QX31936AUH	42198
QX31938AUH	36682
QX31940AUH	39271
QX31942AUH	35981
QX31944AUH	38589
QX31946AUH	39358
QX31951AUH	42503
QX31953AUH	36602
QX31955AUH	38106
QX31957AUH	37352
QX31959AUH	39316
QX31961AUH	38246
S9026TQ_01	3316
S9026TQ_02	4338
S9026TQ_03	3954
S9026TQ_04	3924
S9026TQ_05	3105
S9026TQ_06	3100
S9026TQ_07	3867
S9026TQ_08	3738
S9026TQ_09	3503
S9026TQ_10	4052
TMT_Fraction10_Repeat1	2764
TMT_Fraction11_Repeat1	1299
TMT_Fraction12_Repeat1	4378
TMT_Fraction13_Repeat1	3757
TMT_Fraction14_Repeat1	3955
TMT_Fraction15_Repeat1	4224
TMT_Fraction1_Repeat1	1319
TMT_Fraction2_Repeat1	1919
TMT_Fraction3_Repeat1	2332
TMT_Fraction4_Repeat1	4300
TMT_Fraction5_Repeat1	3700
TMT_Fraction6_Repeat1	224
TMT_Fraction7_Repeat1	1187
TMT_Fraction8_Repeat1	2495
TMT_Fraction9_Repeat1	1883
Temp-3-Speclib-2	13654
Temp-3-Speclib-3	21154
Temp-3-Speclib-4	24057
Temp-3-Speclib-5	22446
Triton-then-LDAO_library	6002
WZG-Ecoli-iTRAQ-1	6540
WZG-Ecoli-iTRAQ-10	12292
WZG-Ecoli-iTRAQ-2	7409
WZG-Ecoli-iTRAQ-3	8424
WZG-Ecoli-iTRAQ-4	10333
WZG-Ecoli-iTRAQ-5	11713
WZG-Ecoli-iTRAQ-6	10394
WZG-Ecoli-iTRAQ-7	10046
WZG-Ecoli-iTRAQ-8	11808
WZG-Ecoli-iTRAQ-9	12937
a05t	11256
ayt_161207182650	11672
b05t	13214
byt_161207194536	12658
c05t	9461
cyt	12313
